11/19 8/11	そうやな、キツイやろな
22:05	ゆうげん	結局努力も頑張りも気分で壊されるから
22:05	あすか 11/19 8/11	過去にあったことを思い出してどうというより、その積み重ねで人として夫ととして嫌になっていくっていうのをよく見るって話
22:06	ゆうげん	"あの時はあの頃はあんなことでって繰り返されても

それなら代案や改善提案して欲しい"
22:06	ゆうげん	結局自分の感情処理ができてないだけやから
22:06	あすか 11/19 8/11	気分で一時的に荒れるのはお互い様やしそれはもうどうしようもない
22:07	ゆうげん	処理方法模索して欲しい
22:07	あすか 11/19 8/11	言っても無駄やから言わんなることもたくさんあるし
22:07	ゆうげん	"無駄かどうかは内容次第
無駄と感じることが多いのは提案内容が良くないから"
22:08	あすか 11/19 8/11	ゆーくんは理論的な感じやからそう思うのもわかるけど、人間の感情そう簡単に整理出来たり理屈的に述べられたりするものじゃないからさ
22:08	ゆうげん	基本提案はお互いにメリットデメリットけどメリットが多いから実行できるねん
22:08	あすか 11/19 8/11	別に私がゆーくんにどうとかじゃなくてホンマによくある話よねって話をしてるだけ
22:09	ゆうげん	そう簡単に処理できない事は承知の上で、じゃあどうしたらできるかは考えられる
22:09	あすか 11/19 8/11	人間って脳とか感情とか複雑やし…なかなか難しいよな、いつなり平和っていうのは！
22:10	ゆうげん	"男は性格的にも生き方的にも誰にも相談出来へんし
だから粛々と解決する方法を探すしかないねん

共感は一時の助けにはなっても解決にはならない"
22:10	ゆうげん	友人関係程度ならそれでもいいかもしれんけど
22:10	あすか 11/19 8/11	"スキンシップもほんまどっちが悪いとかじゃなくて、難しい問題やなーて思う

うちに限らずほんまどの夫婦も"
22:11	ゆうげん	"家族や血縁はそうはいかん
命や生活の責任があるし投げ出されへん"
22:11	ゆうげん	だからこそ唯一生き抜ける家族や妻の存在は大事やし
22:12	あすか 11/19 8/11	だからこそやん、適当にはおれんから悩むししんどなることもあるし助け合えることもあるんよ
22:12	ゆうげん	"それを怠るっていうのはある意味怠慢

男からした浮気に近い"
22:12	あすか 11/19 8/11	どうでもいい人とのことで悩むことなんてないししんどなることもないやん
22:12	あすか 11/19 8/11	夫婦って難しいなーてほんまに思う！
22:13	ゆうげん	難しくないよ
22:13	ゆうげん	愛情育み感謝を忘れないだけでいい
22:13	ゆうげん	それ以外は雑音や
22:13	あすか 11/19 8/11	それが難しいんやって、お互いに
22:13	ゆうげん	俺は難しいと思わん
22:13	あすか 11/19 8/11	出来てるつもりでもやってるつもりでもお互いの求めることってそれぞれにしかわからんし
22:14	あすか 11/19 8/11	お互い自己満になってる事も絶対あるしさ
22:15	あすか 11/19 8/11	やっぱお互い自分の方がしんどいって思ってるとこあるしさ
22:15	ゆうげん	"別に求めることに答えんでいい
感謝はそんなん関係ないし
愛情というのは思いやりを持つことやから

そんなん全部が全部当たるわけない
ただ常にそう心がけるだけや"
22:15	ゆうげん	俺は難しいと思わん
22:15	ゆうげん	そりゃあより体を頭を動かした方がしんどいに決まってる
22:16	ゆうげん	精神的しんどさなんて気分次第で全然変わるから当てにならん
22:17	あすか 11/19 8/11	"うちだけの話じゃないで、世の中の夫婦の話

それができるなら離婚する夫婦もおらんのよ

できひんから離婚っていうのもあるし

考え方合わんかったらそれも不満になるし"
22:17	あすか 11/19 8/11	"どっちがしんどいとか揉める時点でもう難しいやんw

お互い頑張っててお互い大変やのにそれで揉めるんやもん

難しいよ"
22:18	あすか 11/19 8/11	頭ではわかってても心が乱れる時だってあるしね
22:18	ゆうげん	"ほかの夫婦なんて知らんて
俺が唯一納得するのは他人にパートナーの悪口言うやつは全然愛情足らんと思うくらい

ましてやSNSで不特定多数に言いふらすやつはまじであかん"
22:18	ゆうげん	俺はアスカの悪口を言ったことなんてまでまじで1度もない
22:19	ゆうげん	愚痴もまじでない
22:19	ゆうげん	"そんなん言ったって中身も意味もない慰めしかないし

そんなことしたって解決にならん"
22:19	あすか 11/19 8/11	"悪口と吐き出すは違うし愚痴を言わないから偉いとかでもないし吐き出すから上手くやれてるとこもあるし

ほんま男女の違いってのはあると思うよ"
22:20	ゆうげん	悪口吐き出してたらそれは悪口や
22:20	あすか 11/19 8/11	ほかの夫婦を参考にせんのもどーなんやろとか思うし
22:20	あすか 11/19 8/11	"悪口と愚痴を吐き出すのとは
違うと思うで"
22:20	ゆうげん	愚痴っていうのは自分がほぼ完璧にできてて、それでも相手の落ち度で失敗する時に言うもんや
22:20	ゆうげん	自分が完璧にできてないのに言うもんじゃない
22:21	あすか 11/19 8/11	"悪口ってさ

臭いとかキモイとかやと思う

不満を吐き出すのは上手くやるためのひとつの方法やったりするで"
22:21	ゆうげん	吐き出すのはいいけど吐き出すだけやとなんも変わらんよ
22:21	あすか 11/19 8/11	それを言うなら私に対してなんであんな口叩けたんやろとか思うこともあるしさ、あんまそういうこと言わん方がいいよ
22:22	あすか 11/19 8/11	自分のことって見えてないこと多しお互いに
22:22	ゆうげん	全部じゃないにしろ俺はほぼ最前でやってる
22:22	ゆうげん	結果的にほぼ俺の言う通りになってるし
22:22	ゆうげん	なんでって俺はかなり真剣に考えてるから
22:23	あすか 11/19 8/11	"それってなんでそうなんやろって考えた時に、多分自分の努力って思ってると思うけど
1人の努力じゃ上手くいかんことってあるから。特に夫婦家族のようにチームでやっていく時は。"
22:23	ゆうげん	巻き込むこともひとつの努力やで
22:23	あすか 11/19 8/11	気付いてないんやなーて思う。よく。私の努力や飲み込み。
22:24	あすか 11/19 8/11	だから自分が頑張った結果が今って思うんやろうなって！
22:24	ゆうげん	"努力っていうのはできない範囲をできるようにすることやで

できるのにやってなかったことはちゃうで
それは怠慢や"
22:25	あすか 11/19 8/11	上手くやってくために飲み込んだり合わせたりの努力ってお互いにあるやん
22:25	ゆうげん	"それは当たり前やん
夫婦問わず社会に生きる人みんなそうや"
22:26	あすか 11/19 8/11	"ゆーくんはよく俺の言った通りになったって言うけど、なんでそうなったかって考えた時に、自分の努力や自分の頭のおかげとか思ってるでしょ

それが強いでしょ

周りの努力や飲み込みになんて気付かず自分が偉いって思うでしょ"
22:27	ゆうげん	じゃああすかは周りの努力に感謝してる?
22:27	ゆうげん	一つ一つ見逃さずに見つけられる?
22:27	あすか 11/19 8/11	私は私の努力で今があるなんて思わんし周りの人がいなきゃ今はないって思ってる、周りの人っていうのはゆーくんも含め。
22:27	ゆうげん	"他人の努力なんてそんなもんよ
わからんよ"
22:28	ゆうげん	"基本本人の努力次第よ
自分を変えるのも環境を変えるのも"
22:28	あすか 11/19 8/11	"そういう事じゃなくて。
意識の問題。
いつでも自分が正解とも思ってないし。だから折れることも合わせることも飲み込むこともある。"
22:28	ゆうげん	"それは流れの話であって
じゃあこの人はこんな努力を常にしてるなんて
いちいちみてへんよ他人なんか"
22:29	ゆうげん	自分が正解やと思ってるんじゃなくて常に正解を見つけられるように調査、思考、学んだ結果よ
22:29	ゆうげん	気分や気持ちじゃない
22:30	ゆうげん	"1+1が2であるのとおなじ
そうやと確信があるから正解やと思ってるねん"
22:30	あすか 11/19 8/11	私が見るゆーくんは自分の考えは正解で周りが間違ってる。て思ってるやろ？？調査思考学んだ結果……が全ての人に対して正解ってわけでもないからさ
22:30	ゆうげん	周りは知らん
22:30	あすか 11/19 8/11	理屈人間と感情人間やから考え方も違うしさ
22:30	あすか 11/19 8/11	どっちが間違ってるとかないと思うけど。ぶつかってしまうよね。
22:30	ゆうげん	正解のためのアプローチが他人にもあって納得出来る論拠があるならそれもまた正解や
22:32	ゆうげん	"俺はそんな地道な努力の大変さを知ってるから正解を求めて足掻く人は尊敬するし
否定はしない

ただその場の空気や気分でコロコロ変わったり、ろくに調べも整理もせずに流された意見を鵜呑みにするのが気に食わない"
22:34	あすか 11/19 8/11	正しいも正義も人それぞれってお義母さんが言ってたけど、ほんまそうやなーって思う！だから自分が正しいと思ってることや正義感でやったことが相手にとってはそうじゃない時って絶対あると思うんよな。。
22:38	あすか 11/19 8/11	"正解ってほんま人間の感情面？ではほんま人それぞれなこと多いからさ。数学みたいに皆同じことして同じ答えが出るんじゃないからさ……

空気や気分でコロコロ変わるなんてゆーくんにだってあるしさ。何でもかんでも鵜呑みにするのは違うと思うし信念持つのは大事やし頑固さも必要やと思うんよ。自分を持つって意味で！だけどそういう人を否定するのもまた違うんかなーとか。ゆーくんみたいな理屈人間を否定したいんじゃなくてさ。私のような感情人間とはぶつかることも分かり合えんことも多いよね、でも刺激にもなるよねーっていうのをいつも言ってるのよ私は。"
22:47	ゆうげん	誰でも算数の正解は正しいやろ
22:47	ゆうげん	俺の言う正しさはそこや
22:47	ゆうげん	人によって変わる正しさを図る時は正しいかどうかの根拠を述べる
22:48	ゆうげん	それを述べれないやつは正しくないし正しさを知る努力をしていない
22:48	ゆうげん	"俺は気分で正しさは変えない
妥協しただけや"
23:14	あすか 11/19 8/11	"それがゆーくんなんやなーて思うだけ。

私は

正しいも正義も人それぞれって言葉に納得してるなぁ。"
23:18	あすか 11/19 8/11	"まぁ色々あるし難しい問題もあるけどさ

根本はお互いこの人とやっていくって思ってるから2人目も望んだしさ

大事にしたい気持ちなかったらもう無になるから私は

無じゃない=特別な人"
23:21	ゆうげん	なら多少はスキンシップ取ってな
23:22	ゆうげん	無いのは俺にとっての浮気やから
23:26	あすか 11/19 8/11	取らないとは言ってない
23:36	ゆうげん	積極的にとってくれ
23:37	あすか 11/19 8/11	それの度合いを押し付けるのは良くないかなぁ
23:37	ゆうげん	"押し付けてないよ
今が0やから1にでも戻して貰うだけ"
23:38	ゆうげん	そういうのを意識的に取ろうとしないこと自体がもうアレやけど
23:39	あすか 11/19 8/11	"女性って結構ホルモンバランスでどうこうなること多いし自分自身困惑してる時に求められると余計嫌悪感感じたりしてしまう

スキンシップに応えられへんかったりすることに対して何も思ってなくないし、何でこんなに応えたくないんやろって自分でも分からん時あるしさ"
23:39	あすか 11/19 8/11	スキンシップが大事なのはわかってるし無くていいって思ってるわけじゃない
23:40	ゆうげん	"ならホルモンバランス整えるようにサプリメントとったり、副交感神経落ち着かせたり

取れる行動は沢山ある"
23:40	ゆうげん	それがないってことは意識がないってことや
23:41	あすか 11/19 8/11	"そういう事じゃない、ホルモンバランス整ってる＝精神安定じゃない

女性は月に4回？性格変わるとか言うやろ？それほど生理周期や妊娠とかで変わってしまうんよ、自分がコントロールできんところで"
23:42	ゆうげん	"だからホルモンバランスの乱高下を落ち着かせる方法もある

それを調べもせず違う違うと頭ごなしにしてる

それはやっぱり行動に移すほどではないという意識や"

2023/09/05(火)
00:11	あすか 11/19 8/11	"ゆーくんこそそういう女性の仕方の無い仕組みわかろうとせず自分の欲満たすことだけ考えてるように聞こえるで、、、

仲良くいたいしその努力はしたいからツーショットも撮るし横も歩くし……

生理前後もやけど、妊娠中って特にほんま自分でもビビるくらいスキンシップ応えられへんくなって、情緒も不安定になるしそれがなぎの時よりひどくて自分でも困惑する部分あって……そういう時に私の事責めるような言い方されると……余計困ってしまう

努力する必要無いとか言ってないし思ってもない。

夫婦のスキンシップ無くなった延長に私の両親の結果もあるし、他人よりは私もスキンシップに対する意識は大きいつもりやで……
それでも不満に思わせてるなら意識が足らんのやなってもっと努力すべきやとも思ってるよ

ただ妊娠中の今は特になかなか難しかったりもするからそこは理解して欲しいなと思う…"
