 8/11	これはこの色が好き
23:45	あすか 11/19 8/11	そこ私のダメな面やとは思ってない
23:45	ゆうげん	2000円のお皿割れそうやったら3000円稼ぐ方法考えたらいい
23:45	あすか 11/19 8/11	万が一を考えるからこそ思いつく提案だってある
23:46	ゆうげん	そこばっか気にして9999のチャンス逃したら意味無い
23:46	あすか 11/19 8/11	"そしてそもそも発端の話は
私が好きで使ってるものを
否定しないでほしいし
普通に使わせて欲しいってこと。
クソダサい物とか自分に
とって使いにくいものやのに
やすいってだけの理由で
使うって言ってる訳でもない。"
23:47	ゆうげん	ナイフだけやん
23:47	ゆうげん	すきなの
23:47	ゆうげん	お皿とか別に今使ってる訳でもないし
23:47	ゆうげん	なら別にいらんやん
23:48	あすか 11/19 8/11	"お皿とか瑞江で結構セリアやったで。ダイソーとか。
あのグレーのもの以外も。
ナイフとかフォークとか
スプーンもマットで見た目
めっちゃ好みのやつとか
全部百均やった"
23:48	ゆうげん	もうほとんど捨ててるし
23:48	あすか 11/19 8/11	勝手にね。。
23:49	ゆうげん	荷造り俺一人でしたし
23:49	ゆうげん	勝手ではない
23:49	あすか 11/19 8/11	あとさ、俺の事否定ばっかする
23:49	あすか 11/19 8/11	とか言ってたことあるけど
23:49	あすか 11/19 8/11	ゆー君も割と私の事否定するよね
23:50	ゆうげん	こだわりないもんは要らんって言ってるだけ
23:50	あすか 11/19 8/11	"私が何かと慎重なこととか
考えすぎることとか
ネガティブで万が一のこと
考えて行動制限したりとか

そういうとこ全部否定"
23:51	ゆうげん	それで貴重なチャンス潰したくない
23:51	あすか 11/19 8/11	私にこだわりないって思ってる時点で私のことわかってないしさっきから話聞いてないの？てなる
23:51	あすか 11/19 8/11	別にいいものばっかウケるわけでもないし
23:51	ゆうげん	だからこだわりがあるものなら使っていいやん
23:52	ゆうげん	でもいい所全然あげれてないから
23:52	ゆうげん	俺にはよくわからん
23:52	ゆうげん	良さが
23:52	ゆうげん	"セリアやから
ダイソーやから
しかない"
23:53	ゆうげん	セリアのこのタイプのお皿が好き
23:53	ゆうげん	マットな質感と傷つき辛いからすき
23:53	ゆうげん	毎シーズン絶対売ってるから買い替え時気にしなくていいから好き
23:53	ゆうげん	なんでもあげれるやん
23:54	あすか 11/19 8/11	"そこがゆー君のめんどいとこよな。良い面でもあるけど。
なんでさ、フィーリングというか…私がなんとなくでもこれが良くてこれ使ってる！使いやすいから使ってる！ていう言葉だけやと全部受け入れてくれへんの？

何でもかんでも普段から理屈理論述べなあかんの？"
23:54	ゆうげん	"フィーリングも結局細かい理由があるから

そこ分かったらいちいち毎回悩まんでもいいから"
23:54	あすか 11/19 8/11	"これが好きって物に対して
みんながみんな上手く言葉
並べられるわけじゃない"
23:55	あすか 11/19 8/11	私はゆーくんと違ってそんな誰が聞いても納得するような言い回しとか出てこんしはっきり理由述べるのだって苦手。
23:55	ゆうげん	"言葉並べられない人に合わせる必要もない
できる人が手伝ったらいい"
23:56	あすか 11/19 8/11	なんやろね…でも好きなんよこれが！で充分って思っちゃう
23:56	ゆうげん	そういうのが分からないと結局無駄遣いもするし
23:56	あすか 11/19 8/11	合わせる必要ないとか冷たい。
23:57	ゆうげん	統一感もなくなる
23:57	あすか 11/19 8/11	私だって何かとこだわり強いの気付いてないの？
23:57	あすか 11/19 8/11	もしかして。
23:57	ゆうげん	そのこだわりを表現できてないやん
23:57	あすか 11/19 8/11	統一感とか一切考えてなくて適当にこれいいやん！て感じで選んでると思ってるの？
23:58	ゆうげん	だからどう強いかわからん
23:58	あすか 11/19 8/11	こだわりあるからゆー君ともこれだけぶつかるのに
23:58	あすか 11/19 8/11	でもそのこだわりをゆー君みたいに上手くパッと言葉に表せるわけじゃないし
23:58	ゆうげん	"あと一貫性もなく時々で変わるから
こだわりにあんまりなってない"
23:59	あすか 11/19 8/11	そういうのが出来るゆーくんからしたら私の感じてることとか読まれへんのやろうけど

2022/08/03(水)
00:00	あすか 11/19 8/11	"私は私の中でこだわりあっても
周りの何気ない一言も含めて
色んなことに影響されてしまうから変わるというか変えるだけ。

私はこう思ってるけど、
私はこれがいいと思ってるけど、
相手がそういうならそうしよ…とか、そういうこととよくしちゃう"
00:01	あすか 11/19 8/11	"私がいいと思っててもそれに対して自信ある訳でもないないし。
だから周りの反応伺って言葉引き出すし。"
00:01	ゆうげん	"でも俺は別に強制してないから
思う存分意見言って欲しい"
00:01	ゆうげん	じゃないとわからん
00:02	ゆうげん	階段の踊り場とか
00:02	ゆうげん	そういうアイデアでも
00:02	ゆうげん	自分の好きなもんでも
00:02	ゆうげん	自信もっていってや
00:03	ゆうげん	なんも言わんからじゃあいいかってなる
00:04	あすか 11/19 8/11	"気づかんやろうけど結構いつも周りに気つかって喋ってるのよ。
周りの反応にも敏感やし。

何も言わないのも
自分の言うことに対して
自信ないからやし、
自信ないけど言ってみたら
やっぱ否定された。
やっぱあんまり出しゃばらないでおこう。
これの繰り返し。"
00:06	あすか 11/19 8/11	"強制してないっていうけど、
そうでもないから私も
言えてないことがあるんよ。

これ言ったらこう言われるしやめとこ。
↓
あーでもやっぱ言っとこ。
↓
あれ、やっぱ否定だよね。
↓
上手く伝えられへんし
言う通りにしとこ。

みたいなことよくある。"
00:07	あすか 11/19 8/11	"ゆー君は私と真逆なくらい
全然違う性格してて、
いい刺激になる反面
やっぱ理解しがたかったり
理解して貰えなくて
苦しんだりってのはある。"
00:09	ゆうげん	"お互いの理解も大事やけど
それと無駄に我慢するのは全然ちゃうからね"
00:13	あすか 11/19 8/11	"何事も言ってはみるけど相手の反応次第ではやっぱいいやってなっちゃいがち。
他人に対してより、近しい人に対してこそそれが出る。"
00:14	あすか 11/19 8/11	"自慢とかじゃないし寧ろ困ってるというか、良くないって自覚あるとこやけど、

ほんと、

自分が我慢して平和なら我慢しよ。

てなってしまう。"
00:14	あすか 11/19 8/11	ほんで知らん間にストレスためてしまう。
00:14	ゆうげん	好きなものに自信もてないのはあかんよ
00:15	あすか 11/19 8/11	自分の中でこれが好きって自信もって言っても
00:15	あすか 11/19 8/11	"思わぬ反応されたり
想定外の質問されたりしたら
萎縮する"
00:16	あすか 11/19 8/11	"私は好きって思ってるけど、
それ答えられないと好きって
言っちゃダメなの？とか。
そんなふうに思っちゃう。"
00:16	ゆうげん	"今まではそれでいいけど
これからはあかんよ"
00:16	あすか 11/19 8/11	好きの度合いとか思いの入れ方って人それぞれやし
00:17	あすか 11/19 8/11	そこを否定するのはどーなんやろって思う
00:17	ゆうげん	自信がないものは我が子にも伝えられへん
00:17	あすか 11/19 8/11	"いや、私自身は自信もってても、
相手に問い詰められたら自信なくすってだけ。"
00:20	あすか 11/19 8/11	"子どもが例えば
｢お花好きなの！｣て言ってきたとして、｢どうして？｣て聞いてみたら｢可愛いから！｣て答えてきた時に、私はそれで十分好きな理由だよねって思えるけど、
人によったら｢え、可愛いの他は？好きな花の種類は？花言葉まで知ってるの？それ知らないで好きとか言ってるの？｣てなるでしょ。子どもに対してやったら優しくなれるのに大人には厳しい人だっている。
色んな感覚を持った人間がおるんやから、その人がそうって言った事を自信喪失するような否定の仕方をしてしまうのは嫌やなって思う。"
00:21	ゆうげん	"それは地震が少ない
土地の場所譲れんかったのがまさにこだわりやん"
00:22	あすか 11/19 8/11	"それももちろんこだわりやけど
他のものも譲れんとか自己中じゃん"
00:22	あすか 11/19 8/11	だから時には私だって折れずに立ち向かうけど
00:22	ゆうげん	"そんなのこどものうちだけや
可愛いからとか理由が少ないのは

ホンマに理解しようとしたらなぜを突き詰めないと行けない"
00:23	ゆうげん	ホンマに好きなやつは聞かなくてもボロボロ喋るし
00:23	ゆうげん	そうでも無い人は当たり障りないことしか言われへん
00:24	あすか 11/19 8/11	"それを嫌って言ってる。
物に対して好きって度合いも思いの入れ方も人それぞれやし。
当たり障りのないことしか
言わない人をダメな人やとも
思わない。
好きなものに対して沢山語れる人の事だってもちろんダメだと思わない。
どっちもダメだと思わない。
その人が好きって言うなら、
好きなんだねって思う。"
00:25	ゆうげん	"あすかは別にセリアやダイソーのお皿好きなわけじゃないやん

他を知らんから選ばざるを得ないだけで"
00:25	ゆうげん	その中で比較的好みのお皿を選んでるだけで
00:26	あすか 11/19 8/11	"他にいいなーと思うお皿だって見せたりしてたやん

それでも100均のもほしいって話をしてるのに

それをダメって…"
00:26	ゆうげん	その理由がないやん
00:26	あすか 11/19 8/11	この前無印も見たけど
00:26	あすか 11/19 8/11	私は百均の方が好みのもの多かったよ
00:27	あすか 11/19 8/11	"フォークとかナイフとかスプーンとかもやし、小皿でもそうやけど。

無印は割とテカテカしてたけど百均はマットな感じでサイズも豊富やし。"
00:29	あすか 11/19 8/11	何に対しても明確な理由を述べて。とかさ。平気な人もいるやろうけど苦手で自信なくす人だっておるんよ。
00:29	あすか 11/19 8/11	自分が出来ること、誰もが当たり前にできるわけじゃない。
00:30	ゆうげん	でもできる人には負けていくで
00:30	あすか 11/19 8/11	"勝ち負けとかじゃない。
生きやすいように生きたらいい"
00:32	あすか 11/19 8/11	"勝ちたいなら勝つために努力したらいいけど、自分が心地よく生活することがその人にとっての幸せなら、別に勝負に出なくていい。いつも誰かと戦って上を目指す人は素敵やと思う。
でも、周りを気にせず常に自分のために居心地のいい場所作りに徹してる人だって素敵やと思う。それが見る人が見れば負けでも。"
00:32	ゆうげん	"俺が生きづらいやん
使えるもの使われへん環境は

100均のお皿いつ使うんよ
醤油皿くらいやわ"
00:33	あすか 11/19 8/11	"私ゆーくんの使いたいもの
使わないでってそんな
頻繁に言ってる？
特にゆー君がよく使うものに対しては使うななんて言ったことないよね"
00:34	あすか 11/19 8/11	別に百均でお皿揃えたいとかゆってる訳じゃないよさっきから
00:34	ゆうげん	なら要らんやん
00:34	ゆうげん	わざわざ買わんでいいやん
00:34	あすか 11/19 8/11	"見比べて百均がよければ
それを使わせて欲しいし
お気に入りの包丁とまな板は
マイホームにもおきたいって
話をしたんやけど。"
00:35	ゆうげん	"違うの使ってみたらいい
使った上でそれがいいならそれにしたらいい"
00:35	ゆうげん	試しもしてないのに否定から入るからあかん
00:38	あすか 11/19 8/11	元からあるやつを使わないとか言ってないし
00:38	あすか 11/19 8/11	否定もしないよ？
00:38	あすか 11/19 8/11	ただ、私が好んで使ってるやつも置かせて？って言ってる
00:38	あすか 11/19 8/11	否定してるのはゆー君よ？
00:39	ゆうげん	その好んで理由がわからん
00:40	あすか 11/19 8/11	逆に、今現在好んで使ってるやつを使っていく上でそれを上回るやつを見つけたらそっちに移行したらよくない？
00:41	あすか 11/19 8/11	[写真]
00:41	あすか 11/19 8/11	[写真]
00:41	あすか 11/19 8/11	[写真]
00:41	あすか 11/19 8/11	私が好んで使ってるのはこの2つ
00:42	あすか 11/19 8/11	"包丁は小さいのに切りやすいしコンパクトやから場所取らんし
朝果物切るのに丁度いいからずっとこれ使ってる"
00:44	あすか 11/19 8/11	"まな板は瑞江でもつかってたけど、少量のもの切る時にわざわざ大きいまな板いらないし、このまな板は水切りもしやすければお皿やフライパンにも移しやすい。離乳食とか朝の果物着る時とか少量のもの切る時とか。
ほんとよく使ってる。"
00:44	あすか 11/19 8/11	このふたつは置いときたい。
00:46	あすか 11/19 8/11	"好む理由がわからないと、
その理由に納得しないと、
使わせてあげませんなんて
なんか難しいなぁ。
そういうゆー君が活きる場面
だって絶対あるけど、
妻にそんなこと求めたら
よくないと思う。"
