1/19 8/11	今度は23日に帰ってくる？
14:28	あすか 11/19 8/11	この会話でなぜか駐車場真裏に置けばいいんかって私が判断した
14:29	ゆうげん	どこに判断した分があるん
14:30	あすか 11/19 8/11	判断した分ってなに？
14:30	ゆうげん	文章どこにあるん
14:30	あすか 11/19 8/11	位置はここでいいですか？て聞かれてこの壁の真裏良かったと思うって私が答えた
14:30	ゆうげん	そうしますって
14:30	ゆうげん	あとサインはしたの?
14:31	あすか 11/19 8/11	わからんってそんなん
14:31	あすか 11/19 8/11	そりゃ終わったらサインはするよ
14:31	ゆうげん	聞いて
14:31	あすか 11/19 8/11	何を聞くん
14:31	ゆうげん	"サインしたかって
合意はあったかって"
14:32	あすか 11/19 8/11	あったって
14:32	あすか 11/19 8/11	間違いなく私がそこって言ったもん
14:32	あすか 11/19 8/11	サインもしてる
14:32	あすか 11/19 8/11	私が覚えてる
14:35	あすか 11/19 8/11	とりあえず今日は付けれてない室外機だけつけてもらって室外機の移動は見積りだけ貰ってほか安いとこ探してみる
14:35	ゆうげん	なんで少しでもお金浮かせようとおもわんの
14:35	ゆうげん	合意したかきいて
14:35	あすか 11/19 8/11	別にバンバンお金使おうなんか思ってない
14:36	あすか 11/19 8/11	聞いてって何を？間違いなく私がそこでいいって答えたから今あそこに室外機があるのに
14:37	ゆうげん	あすかがどうとかどうでもお
14:37	ゆうげん	いい
14:37	ゆうげん	向こうの物証があるかどうか
14:42	あすか 11/19 8/11	私世間知らずやし頭も悪いし頭の回転も遅いしどうするのが1番とか同時に考えれんくてその場の最低限の対応するので精一杯やからこれは私のミスなんよ、申し訳ないけど…
14:42	ゆうげん	いや聞いて
14:43	ゆうげん	そんなん良いから
14:43	あすか 11/19 8/11	設置位置の確認とか項目に担当者も私も○って書いてる証明はある
14:43	あすか 11/19 8/11	080-2483-3754  小西さん
14:43	ゆうげん	サインは?
14:43	あすか 11/19 8/11	この人が担当者やからいける時に電話して
14:43	あすか 11/19 8/11	もう帰ったから
14:44	あすか 11/19 8/11	サインもしてるしそういうのは残ってるって言ってた
14:45	あすか 11/19 8/11	とりあえず私は他にヤマダ電機より安いとこないか探すから
15:37	ゆうげん	親戚には聞けないの?
15:37	ゆうげん	基本伸ばすと高いのよ
15:37	ゆうげん	短くは安いけど
15:37	ゆうげん	出張料が7000~8000
15:42	あすか 11/19 8/11	親戚に電気屋さんおらん、カイくんがヤマダ電機に勤めてるってくらい
15:42	あすか 11/19 8/11	そりゃ伸ばすと高いよね
15:42	ゆうげん	そのかいくんに
15:42	ゆうげん	聞いて
15:42	あすか 11/19 8/11	今回は払ってない
15:43	ゆうげん	中の電線が
15:43	あすか 11/19 8/11	カイくんに聞いても一緒よ
15:43	ゆうげん	追加できず全とっかえになるねん
15:43	ゆうげん	いや
15:43	ゆうげん	別業者の情報とかあるやん
16:18	あすか 11/19 8/11	ヤマダ電機の会社員なだけやからなぁ、
16:18	あすか 11/19 8/11	[写真]
16:18	あすか 11/19 8/11	[写真]
16:18	あすか 11/19 8/11	これは、軽減措置？の申請書東京に送ってるはずみたいやけど、大阪の方にももう1回送ってもらえるみたいやからお願いした
16:20	ゆうげん	どんなやつなん
16:20	ゆうげん	あといつまでに申請しなあかんの
16:30	あすか 11/19 8/11	どんなやつかはわからん
16:30	あすか 11/19 8/11	督促状出てるってことは期限過ぎてるやつやから、申請してもらったら問題ないとは思うけど届き次第出来るだけ早く出してって言ってた
16:52	ゆうげん	その出来るだけ早くのおしりが知りたかったんや
16:59	あすか 11/19 8/11	おしり知ったところで1日でも早く出すことに変わりは無いしもうほかの必要書類はそろってるもんね
16:59	ゆうげん	それは期日を知らなくていい理由にはならんけどな
16:59	ゆうげん	普通はまず期日を知ることやから
17:03	あすか 11/19 8/11	ゆうよがあるものはいつまでですかー？てなるけど、届き次第すぐにって言われたらいつまでですか？とはならんかった
17:30	ゆうげん	今日中にやるで
17:31	あすか 11/19 8/11	いや、その申請書がこっちの家に届くからそれ届いたらすぐする
17:46	ゆうげん	大阪に?
17:52	あすか 11/19 8/11	そう、さっきも言ったけど
18:16	ゆうげん	どこや
18:16	ゆうげん	さっきって
18:25	ゆうげん	今から帰る
19:29	ゆうげん	夜行バス明けの回復に慣れてきた
20:12	あすか 11/19 8/11	上から引っ張ってきてるやんw
20:12	あすか 11/19 8/11	お疲れ様
20:12	あすか 11/19 8/11	あんま無理せず
20:13	ゆうげん	こっちの家に対して
20:13	ゆうげん	大阪か聞いてるやん
20:13	あすか 11/19 8/11	どゆこと？w
20:31	ゆうげん	まあいいや
20:32	ゆうげん	次は木曜の夜に向かって
20:32	ゆうげん	金曜朝に帰るね

2023/03/14(火)
08:15	ゆうげん	おはよう
08:16	ゆうげん	死んだように寝てたわ
08:30	あすか 11/19 8/11	私も寝落ちしてた
08:30	あすか 11/19 8/11	今週も金曜日から帰って来れるん？
10:11	ゆうげん	そそ
10:11	ゆうげん	金曜はテレワーク
10:11	ゆうげん	次の月もテレワーク
10:11	ゆうげん	んで火曜休み
13:39	あすか 11/19 8/11	火曜日祝日よな
13:50	ゆうげん	そそ
19:09	あすか 11/19 8/11	[写真]
19:09	あすか 11/19 8/11	[写真]
19:09	あすか 11/19 8/11	これほしいんやけどメイク道具安いとことかって知ってたりする？
19:09	ゆうげん	わからんから探す
21:21	あすか 11/19 8/11	オペラ リップティントのアプリコットってもうなくなってる色なんかなー？
21:22	あすか 11/19 8/11	[写真]
21:22	あすか 11/19 8/11	公式には乗ってない気が
21:22	ゆうげん	ぽいね
21:22	あすか 11/19 8/11	ぽいよね
21:23	ゆうげん	新色が近いのかな?
21:48	あすか 11/19 8/11	かなー？
21:48	あすか 11/19 8/11	ピンク系、赤系よりオレンジぽいのがいいよね
21:49	ゆうげん	季節的にもね
21:49	あすか 11/19 8/11	テラコッタもいい感じするけど、、んー、
21:59	ゆうげん	どっちも買ったらいいやん
21:59	ゆうげん	メルぺいで
22:01	あすか 11/19 8/11	うん、また買う
22:55	ゆうげん	まだ買わんといてな
22:55	ゆうげん	さがす
23:04	あすか 11/19 8/11	わかったー

2023/03/15(水)
09:52	ゆうげん	おはよう
09:52	ゆうげん	オペラ基本どこも同じ値段やね
10:21	あすか 11/19 8/11	そっか
10:21	あすか 11/19 8/11	今あるリップ色気に食わん過ぎるからとりあえずキリン堂でなんか安いの買おかな
12:06	ゆうげん	コフレドールどう?
12:37	ゆうげん	帰ったら一緒に買いに行こ
12:37	ゆうげん	あと土日どうなってる?
18:22	あすか 11/19 8/11	どんなん？
18:22	あすか 11/19 8/11	なんかずっとオペラが好きでオペラ使ってたから他のわからん
18:23	あすか 11/19 8/11	土日は今のところ会う予定やで
18:27	ゆうげん	天気どうやろ
18:29	ゆうげん	[写真]
18:29	ゆうげん	[写真]
18:29	ゆうげん	[写真]
18:29	ゆうげん	この辺り
18:30	ゆうげん	"テラコッタ
マットベージュ
オレンジ"
18:30	ゆうげん	俺はアスカはマットベージュ系似合いそうやと思う
18:30	ゆうげん	幸薄い感じ
18:38	あすか 11/19 8/11	私はオレンジ系は安定で1個持っときたい、マットベージュとかは使ったことないからわからん
18:39	ゆうげん	安定っていうのは?
18:40	あすか 11/19 8/11	ウェザーニュース的にはもともとのBBQ開始予定時間の頃(15時頃)には雨やんでそうやけど、地面濡れてたり寒めやったりはするんちゃうかな
18:41	あすか 11/19 8/11	オペラのアプリコットがいちばん好きやったからオレンジ過ぎないオレンジ系みたいな、、そういうのは1個持っときたい
18:41	ゆうげん	廃盤やしな
18:42	あすか 11/19 8/11	そう、だから、それ系のやつは1個もっときたいってこと
18:42	ゆうげん	それがどれや
18:43	あすか 11/19 8/11	絶対それとかじゃなく
18:43	あすか 11/19 8/11	それがどれかはわからんけど
18:43	あすか 11/19 8/11	この中やとオレンジなんかなぁ
18:43	ゆうげん	テスターしたいな
18:46	あすか 11/19 8/11	リップのテスターは嫌すぎるw
18:55	ゆうげん	実物見ないとな
18:55	ゆうげん	あとBBQするなら住み持ってかないと
18:55	ゆうげん	明日リマインドしてちょ

2023/03/16(木)
09:13	あすか 11/19 8/11	雨は午前中には止む予報やねんけど、気温が11.12度くらいにしかならんみたいやからBBQは厳しそう
09:14	あすか 11/19 8/11	今のところ、たこ焼きする？て話になってる
09:14	ゆうげん	たこやき?
09:14	ゆうげん	屋内で?
09:15	あすか 11/19 8/11	うん、外は厳しくない？11.12度くらいにしかならんからさ
09:15	ゆうげん	なんかまた寒なるのね
09:15	あすか 11/19 8/11	土曜日が特にね
09:22	ゆうげん	俺はどっちでもいいよ
12:51	あすか 11/19 8/11	"気温的に厳しそうやから
たこ焼きにすることなった！"
12:51	ゆうげん	あいあい
13:45	ゆうげん	念の為
13:46	ゆうげん	炭持ってっとくわ
14:21	あすか 11/19 8/11	うん、またいつかは誰かとBBQするしね
16:52	あすか 11/19 8/11	そういえば
16:53	あすか 11/19 8/11	車の椅子ない、なぎの
16:53	ゆうげん	あー
16:53	ゆうげん	言っとく
16:53	ゆうげん	日曜使うの❓
16:53	あすか 11/19 8/11	うん、使うの日曜日
19:43	ゆうげん	頼んどいた
19:43	ゆうげん	土曜やって
19:50	ゆうげん	野球見ながら
19:50	ゆうげん	帰ります
19:53	ゆうげん	早くあいたい
20:07	ゆうげん	女の子欲しいけど
20:07	ゆうげん	いざあすかとする時
20:08	ゆうげん	しっかり満足するまでしたくなる
20:19	ゆうげん	あと最近あすかの声が
20:19	ゆうげん	かわいい
20:26	あすか 11/19 8/11	はーい、ありがと
20:27	あすか 11/19 8/11	声(笑)
20:57	ゆうげん	そう声
20:57	ゆうげん	マイホームやしもうちょい
20:58	ゆうげん	声聞きたい
21:04	あすか 11/19 8/11	マイホームやから私そんな隠してないけどね、声
21:04	ゆうげん	もうちょい
21:04	ゆうげん	ボリュームアップ
21:04	ゆうげん	聞きたい
21:05	あすか 11/19 8/11	無理無理wあれが自然
21:06	ゆうげん	[スタンプ]
21:23	あすか 11/19 8/11	ケチ言われてもー笑
21:59	ゆうげん	明日しよ
21:59	ゆうげん	俺が起きれてたら
22:38	ゆうげん	バス乗ったよ

2023/03/17(金)
07:36	ゆうげん	南海

2023/03/19(日)
13:04	ゆうげん	☎ 通話時間 0:45
14:12	あすか 11/19 8/11	☎ 通話時間 0:14

2023/03/20(月)
18:51	あすか 11/19 8/11	"いけてるー？
楽しませてあげてくだせぇ🧒🏼"
18:51	ゆうげん	普通にご飯してる
18:52	あすか 11/19 8/11	食べてる？
18:56	ゆうげん	程々に
18:56	ゆうげん	[写真]
18:58	ゆうげん	焼売
18:58	ゆうげん	まずい
19:00	あすか 11/19 8/11	笑笑
19:00	あすか 11/19 8/11	それたべたことあるで
19:01	ゆうげん	皮あってもまずい
19:01	ゆうげん	これ
19:01	ゆうげん	後で焼こ
19:12	あすか 11/19 8/11	別の店に行くことにして、20時過ぎから食べ始めるから遅なりそやわ、すまん
19:13	ゆうげん	( ¨̮ )
19:14	ゆうげん	[写真]
19:54	あすか 11/19 8/11	なぎワロてる
19:54	あすか 11/19 8/11	よかったよかった
21:59	ゆうげん	歯磨いたけど
21:59	ゆうげん	いちごアイス食べてる
22:00	あすか 11/19 8/11	好きにさせてていいよ！
22:00	ゆうげん	うい

2023/03/21(火)
21:32	あすか 11/19 8/11	"LINE見たらでいいんやけど、
どこかで水買ってきてくれると助かるーー！あとティッシュ"

2023/03/22(水)
21:24	ゆうげん	もう天王寺着いた
21:24	ゆうげん	近いね
21:24	あすか 11/19 8/11	ついたのね！
21:24	あすか 11/19 8/11	バス何時やった？
21:25	ゆうげん	22:05
21:25	ゆうげん	あすかの
21:26	ゆうげん	顔と髪の毛
21:26	ゆうげん	集中ケアしたい
21:27	ゆうげん	俺が気になる箇所
21:27	ゆうげん	次点で歯
21:27	ゆうげん	でもやっぱり髪が1番
21:27	ゆうげん	ケアしたい
21:27	あすか 11/19 8/11	なんかあんまそんなん言わんとってw
21:28	あすか 11/19 8/11	自信なくすから、まぁもともとないけどww
21:28	ゆうげん	ちゃうちゃう
21:28	ゆうげん	もったいない
21:28	ゆうげん	せっかくかわいい
21:28	ゆうげん	のに
21:28	ゆうげん	苦労がにじみでてる
21:38	ゆうげん	整形もそうやけど
21:39	ゆうげん	あすかも1番いい女性の年頃やから
21:39	ゆうげん	MAX磨きたい
22:10	ゆうげん	バス乗った
22:34	ゆうげん	"じっとアスカ見てたのも
見惚れてたからやし"
23:03	ゆうげん	なぎの
